timestamp,accX,accY,accZ,ppg,spO2
2025-12-10 17:20:22.420,2027.9183673469388,-710.4081632653061,-878.4081632653061,2984.204081632653,
2025-12-10 17:20:22.440,2027.3061224489795,-669.469387755102,-834.4693877551022,3066.734693877551,
2025-12-10 17:20:22.460,2026.6938775510205,-628.530612244898,-790.5306122448981,3149.2653061224487,
2025-12-10 17:20:22.480,2026.0816326530612,-587.591836734694,-746.591836734694,3231.7959183673465,
2025-12-10 17:20:22.500,2025.469387755102,-546.6530612244899,-702.6530612244899,3314.326530612245,
2025-12-10 17:20:22.520,2024.857142857143,-505.7142857142858,-658.7142857142858,3396.8571428571427,
2025-12-10 17:20:22.540,2024.2448979591836,-464.7755102040817,-614.7755102040817,3479.3877551020405,
2025-12-10 17:20:22.560,2023.6326530612246,-423.8367346938776,-570.8367346938776,3561.918367346939,
2025-12-10 17:20:22.580,2023.0204081632653,-382.8979591836735,-526.8979591836735,3644.4489795918366,
2025-12-10 17:20:22.600,2022.408163265306,-341.9591836734694,-482.9591836734694,3726.9795918367345,
2025-12-10 17:20:22.620,2021.795918367347,-301.0204081632653,-439.0204081632653,3809.5102040816323,
2025-12-10 17:20:22.640,2021.1836734693877,-260.0816326530612,-395.0816326530612,3892.04081632653,
2025-12-10 17:20:22.660,2020.5714285714287,-219.1428571428571,-351.1428571428571,3974.5714285714284,
2025-12-10 17:20:22.680,2019.9591836734694,-178.20408163265301,-307.204081632653,4057.1020408163263,
2025-12-10 17:20:22.700,2019.3469387755101,-137.26530612244892,-263.2653061224489,4139.632653061224,
2025-12-10 17:20:22.720,2018.734693877551,-96.32653061224482,-219.32653061224482,4222.163265306122,
2025-12-10 17:20:22.740,2018.1224489795918,-55.38775510204073,-175.38775510204073,4304.693877551021,
2025-12-10 17:20:22.760,2017.5102040816328,-14.448979591836633,-131.44897959183663,4387.224489795918,
2025-12-10 17:20:22.780,2016.8979591836735,26.489795918367236,-87.51020408163276,4469.7551020408155,
2025-12-10 17:20:22.800,2016.2857142857142,67.42857142857133,-43.57142857142867,4552.285714285714,
2025-12-10 17:20:22.820,2015.6734693877552,108.36734693877543,0.3673469387754267,4634.816326530612,
2025-12-10 17:20:22.840,2015.061224489796,149.30612244897952,44.30612244897952,4717.34693877551,
2025-12-10 17:20:22.860,2014.4489795918366,190.24489795918362,88.24489795918362,4799.877551020408,
2025-12-10 17:20:22.880,2013.8367346938776,231.1836734693877,132.1836734693877,4882.408163265306,
2025-12-10 17:20:22.900,2013.2244897959183,272.1224489795918,176.1224489795918,4964.938775510203,
2025-12-10 17:20:22.920,2012.6122448979593,313.0612244897959,220.06122448979568,5047.469387755102,
2025-12-10 17:20:22.940,2012.0,354.0,264.0,5130.0,166.0
2025-12-10 17:20:22.960,2006.0,310.18,265.04,5132.24,165.96
2025-12-10 17:20:22.980,2000.0,266.36,266.08,5134.48,165.92
2025-12-10 17:20:23.000,1994.0,222.54,267.12,5136.72,165.88
2025-12-10 17:20:23.020,1988.0,178.72,268.16,5138.96,165.84
2025-12-10 17:20:23.040,1982.0,134.9,269.2,5141.2,165.8
2025-12-10 17:20:23.060,1976.0,91.07999999999998,270.24,5143.44,165.76
2025-12-10 17:20:23.080,1970.0,47.25999999999999,271.28,5145.68,165.72
2025-12-10 17:20:23.100,1964.0,3.4399999999999977,272.32,5147.92,165.68
2025-12-10 17:20:23.120,1958.0,-40.379999999999995,273.36,5150.16,165.64
2025-12-10 17:20:23.140,1952.0,-84.19999999999999,274.4,5152.4,165.6
2025-12-10 17:20:23.160,1946.0,-128.01999999999998,275.44,5154.64,165.56
2025-12-10 17:20:23.180,1940.0,-171.84000000000003,276.48,5156.88,165.52
2025-12-10 17:20:23.200,1934.0,-215.65999999999997,277.52,5159.12,165.48
2025-12-10 17:20:23.220,1928.0,-259.48,278.56,5161.36,165.44
2025-12-10 17:20:23.240,1922.0,-303.29999999999995,279.6,5163.6,165.4
2025-12-10 17:20:23.260,1916.0,-347.12,280.64,5165.84,165.36
2025-12-10 17:20:23.280,1910.0,-390.94000000000005,281.68,5168.08,165.32
2025-12-10 17:20:23.300,1904.0,-434.76,282.72,5170.32,165.28
2025-12-10 17:20:23.320,1898.0,-478.58000000000004,283.76,5172.56,165.24
2025-12-10 17:20:23.340,1892.0,-522.4,284.8,5174.8,165.2
2025-12-10 17:20:23.360,1886.0,-566.22,285.84,5177.04,165.16
2025-12-10 17:20:23.380,1880.0,-610.04,286.88,5179.28,165.12
2025-12-10 17:20:23.400,1874.0,-653.86,287.92,5181.52,165.08
2025-12-10 17:20:23.420,1868.0,-697.6800000000001,288.96,5183.76,165.04
2025-12-10 17:20:23.440,1862.0,-741.5,290.0,5186.0,165.0
2025-12-10 17:20:23.460,1856.0,-785.3199999999999,291.04,5188.24,164.96
2025-12-10 17:20:23.480,1850.0,-829.1400000000001,292.08,5190.48,164.92
2025-12-10 17:20:23.500,1844.0,-872.96,293.12,5192.72,164.88
2025-12-10 17:20:23.520,1838.0,-916.78,294.16,5194.96,164.84
2025-12-10 17:20:23.540,1832.0,-960.5999999999999,295.2,5197.2,164.8
2025-12-10 17:20:23.560,1826.0,-1004.4200000000001,296.24,5199.44,164.76
2025-12-10 17:20:23.580,1820.0,-1048.24,297.28,5201.68,164.72
2025-12-10 17:20:23.600,1814.0,-1092.06,298.32,5203.92,164.68
2025-12-10 17:20:23.620,1808.0,-1135.88,299.36,5206.16,164.64
2025-12-10 17:20:23.640,1802.0,-1179.7,300.4,5208.4,164.6
2025-12-10 17:20:23.660,1796.0,-1223.52,301.44,5210.64,164.56
2025-12-10 17:20:23.680,1790.0,-1267.34,302.48,5212.88,164.52
2025-12-10 17:20:23.700,1784.0,-1311.16,303.52,5215.12,164.48
2025-12-10 17:20:23.720,1778.0,-1354.98,304.56,5217.36,164.44
2025-12-10 17:20:23.740,1772.0,-1398.8,305.6,5219.6,164.4
2025-12-10 17:20:23.760,1766.0,-1442.6200000000001,306.64,5221.84,164.36
2025-12-10 17:20:23.780,1760.0,-1486.44,307.68,5224.08,164.32
2025-12-10 17:20:23.800,1754.0,-1530.26,308.72,5226.32,164.28
2025-12-10 17:20:23.820,1748.0,-1574.08,309.76,5228.56,164.24
2025-12-10 17:20:23.840,1742.0,-1617.9,310.8,5230.8,164.2
2025-12-10 17:20:23.860,1736.0,-1661.72,311.84000000000003,5233.04,164.16
2025-12-10 17:20:23.880,1730.0,-1705.54,312.88,5235.28,164.12
2025-12-10 17:20:23.900,1724.0,-1749.3600000000001,313.92,5237.52,164.08
2025-12-10 17:20:23.920,1718.0,-1793.1799999999998,314.96,5239.76,164.04
2025-12-10 17:20:23.940,1712.0,-1837.0,316.0,5242.0,164.0
2025-12-10 17:20:23.960,1708.576923076923,-1800.4423076923076,274.1923076923077,5242.288461538462,163.8653846153846
2025-12-10 17:20:23.980,1705.1538461538462,-1763.8846153846155,232.3846153846154,5242.576923076923,163.73076923076923
2025-12-10 17:20:24.000,1701.7307692307693,-1727.326923076923,190.5769230769231,5242.865384615385,163.59615384615384
2025-12-10 17:20:24.020,1698.3076923076924,-1690.7692307692307,148.76923076923077,5243.153846153846,163.46153846153845
2025-12-10 17:20:24.040,1694.8846153846155,-1654.2115384615386,106.96153846153845,5243.442307692308,163.32692307692307
2025-12-10 17:20:24.060,1691.4615384615386,-1617.6538461538462,65.15384615384616,5243.7307692307695,163.19230769230768
2025-12-10 17:20:24.080,1688.0384615384614,-1581.0961538461538,23.346153846153868,5244.0192307692305,163.05769230769232
2025-12-10 17:20:24.100,1684.6153846153845,-1544.5384615384614,-18.461538461538453,5244.307692307692,162.92307692307693
2025-12-10 17:20:24.120,1681.1923076923076,-1507.9807692307693,-60.269230769230774,5244.596153846154,162.78846153846155
2025-12-10 17:20:24.140,1677.7692307692307,-1471.423076923077,-102.0769230769231,5244.884615384615,162.65384615384616
2025-12-10 17:20:24.160,1674.3461538461538,-1434.8653846153848,-143.88461538461536,5245.173076923077,162.51923076923077
2025-12-10 17:20:24.180,1670.923076923077,-1398.3076923076924,-185.69230769230768,5245.461538461538,162.3846153846154
2025-12-10 17:20:24.200,1667.5,-1361.75,-227.5,5245.75,162.25
2025-12-10 17:20:24.220,1664.076923076923,-1325.1923076923076,-269.30769230769226,5246.038461538462,162.1153846153846
2025-12-10 17:20:24.240,1660.6538461538462,-1288.6346153846152,-311.11538461538464,5246.326923076923,161.98076923076923
2025-12-10 17:20:24.260,1657.2307692307693,-1252.076923076923,-352.9230769230769,5246.615384615385,161.84615384615384
2025-12-10 17:20:24.280,1653.8076923076924,-1215.519230769231,-394.73076923076917,5246.903846153846,161.71153846153845
2025-12-10 17:20:24.300,1650.3846153846155,-1178.9615384615386,-436.53846153846155,5247.192307692308,161.57692307692307
2025-12-10 17:20:24.320,1646.9615384615386,-1142.4038461538462,-478.3461538461538,5247.4807692307695,161.44230769230768
2025-12-10 17:20:24.340,1643.5384615384614,-1105.8461538461538,-520.1538461538462,5247.7692307692305,161.30769230769232
2025-12-10 17:20:24.360,1640.1153846153845,-1069.2884615384614,-561.9615384615385,5248.057692307692,161.17307692307693
2025-12-10 17:20:24.380,1636.6923076923076,-1032.7307692307693,-603.7692307692307,5248.346153846154,161.03846153846155
2025-12-10 17:20:24.400,1633.2692307692307,-996.1730769230769,-645.5769230769231,5248.634615384615,160.90384615384616
2025-12-10 17:20:24.420,1629.8461538461538,-959.6153846153846,-687.3846153846154,5248.923076923077,160.76923076923077
2025-12-10 17:20:24.440,1626.423076923077,-923.0576923076924,-729.1923076923076,5249.211538461538,160.6346153846154
2025-12-10 17:20:24.460,1623.0,-886.5,-771.0,5249.5,160.5
2025-12-10 17:20:24.480,1619.576923076923,-849.9423076923077,-812.8076923076924,5249.788461538462,160.3653846153846
2025-12-10 17:20:24.500,1616.1538461538462,-813.3846153846155,-854.6153846153845,5250.076923076923,160.23076923076923
2025-12-10 17:20:24.520,1612.7307692307693,-776.8269230769231,-896.4230769230769,5250.365384615385,160.09615384615384
2025-12-10 17:20:24.540,1609.3076923076924,-740.2692307692307,-938.2307692307693,5250.653846153846,159.96153846153845
2025-12-10 17:20:24.560,1605.8846153846155,-703.7115384615386,-980.0384615384614,5250.942307692308,159.82692307692307
2025-12-10 17:20:24.580,1602.4615384615386,-667.1538461538462,-1021.8461538461538,5251.2307692307695,159.69230769230768
2025-12-10 17:20:24.600,1599.0384615384614,-630.5961538461538,-1063.6538461538462,5251.5192307692305,159.55769230769232
2025-12-10 17:20:24.620,1595.6153846153845,-594.0384615384617,-1105.4615384615383,5251.807692307692,159.42307692307693
2025-12-10 17:20:24.640,1592.1923076923076,-557.4807692307693,-1147.2692307692307,5252.096153846154,159.28846153846155
2025-12-10 17:20:24.660,1588.7692307692307,-520.9230769230769,-1189.076923076923,5252.384615384615,159.15384615384616
2025-12-10 17:20:24.680,1585.3461538461538,-484.36538461538476,-1230.8846153846152,5252.673076923077,159.01923076923077
2025-12-10 17:20:24.700,1581.923076923077,-447.8076923076924,-1272.6923076923076,5252.961538461538,158.8846153846154
2025-12-10 17:20:24.720,1578.5,-411.25,-1314.5,5253.25,158.75
2025-12-10 17:20:24.740,1575.076923076923,-374.6923076923076,-1356.3076923076924,5253.538461538462,158.6153846153846
2025-12-10 17:20:24.760,1571.6538461538462,-338.1346153846155,-1398.1153846153845,5253.826923076923,158.48076923076923
2025-12-10 17:20:24.780,1568.2307692307693,-301.5769230769231,-1439.923076923077,5254.115384615385,158.34615384615384
2025-12-10 17:20:24.800,1564.8076923076924,-265.0192307692307,-1481.7307692307693,5254.403846153846,158.21153846153845
2025-12-10 17:20:24.820,1561.3846153846155,-228.46153846153857,-1523.5384615384614,5254.692307692308,158.07692307692307
2025-12-10 17:20:24.840,1557.9615384615386,-191.9038461538462,-1565.3461538461538,5254.9807692307695,157.94230769230768
2025-12-10 17:20:24.860,1554.5384615384614,-155.3461538461538,-1607.1538461538462,5255.2692307692305,157.80769230769232
2025-12-10 17:20:24.880,1551.1153846153845,-118.78846153846166,-1648.9615384615383,5255.557692307692,157.67307692307693
2025-12-10 17:20:24.900,1547.6923076923076,-82.23076923076928,-1690.7692307692307,5255.846153846154,157.53846153846155
2025-12-10 17:20:24.920,1544.2692307692307,-45.673076923076906,-1732.5769230769229,5256.134615384615,157.40384615384616
2025-12-10 17:20:24.940,1540.8461538461538,-9.115384615384755,-1774.3846153846152,5256.423076923077,157.26923076923077
2025-12-10 17:20:24.960,1537.423076923077,27.442307692307622,-1816.1923076923076,5256.711538461538,157.1346153846154
2025-12-10 17:20:24.980,1534.0,64.0,-1858.0,5257.0,157.0
2025-12-10 17:20:25.000,1576.1224489795918,103.63265306122449,-1858.6734693877552,5256.816326530612,157.0408163265306
2025-12-10 17:20:25.020,1618.2448979591836,143.26530612244898,-1859.3469387755101,5256.632653061224,157.08163265306123
2025-12-10 17:20:25.040,1660.3673469387754,182.89795918367346,-1860.0204081632653,5256.448979591837,157.12244897959184
2025-12-10 17:20:25.060,1702.4897959183672,222.53061224489795,-1860.6938775510205,5256.265306122449,157.16326530612244
2025-12-10 17:20:25.080,1744.6122448979593,262.1632653061224,-1861.3673469387754,5256.081632653061,157.20408163265307
2025-12-10 17:20:25.100,1786.734693877551,301.7959183673469,-1862.0408163265306,5255.897959183673,157.24489795918367
2025-12-10 17:20:25.120,1828.857142857143,341.42857142857144,-1862.7142857142858,5255.714285714285,157.28571428571428
2025-12-10 17:20:25.140,1870.9795918367347,381.0612244897959,-1863.3877551020407,5255.530612244898,157.3265306122449
2025-12-10 17:20:25.160,1913.1020408163265,420.69387755102036,-1864.061224489796,5255.34693877551,157.3673469387755
2025-12-10 17:20:25.180,1955.2244897959183,460.3265306122449,-1864.734693877551,5255.163265306122,157.40816326530611
2025-12-10 17:20:25.200,1997.3469387755104,499.9591836734694,-1865.408163265306,5254.9795918367345,157.44897959183675
2025-12-10 17:20:25.220,2039.4693877551022,539.5918367346939,-1866.0816326530612,5254.7959183673465,157.48979591836735
2025-12-10 17:20:25.240,2081.591836734694,579.2244897959183,-1866.7551020408164,5254.6122448979595,157.53061224489795
2025-12-10 17:20:25.260,2123.714285714286,618.8571428571429,-1867.4285714285713,5254.428571428572,157.57142857142858
2025-12-10 17:20:25.280,2165.8367346938776,658.4897959183673,-1868.1020408163265,5254.244897959184,157.6122448979592
2025-12-10 17:20:25.300,2207.9591836734694,698.1224489795918,-1868.7755102040817,5254.061224489796,157.6530612244898
2025-12-10 17:20:25.320,2250.081632653061,737.7551020408163,-1869.4489795918366,5253.877551020408,157.69387755102042
2025-12-10 17:20:25.340,2292.204081632653,777.3877551020407,-1870.1224489795918,5253.693877551021,157.73469387755102
2025-12-10 17:20:25.360,2334.326530612245,817.0204081632653,-1870.795918367347,5253.510204081633,157.77551020408163
2025-12-10 17:20:25.380,2376.4489795918366,856.6530612244898,-1871.469387755102,5253.326530612245,157.81632653061226
2025-12-10 17:20:25.400,2418.5714285714284,896.2857142857142,-1872.142857142857,5253.142857142857,157.85714285714286
2025-12-10 17:20:25.420,2460.6938775510207,935.9183673469388,-1872.8163265306123,5252.959183673469,157.89795918367346
2025-12-10 17:20:25.440,2502.816326530612,975.5510204081633,-1873.4897959183672,5252.775510204082,157.9387755102041
2025-12-10 17:20:25.460,2544.9387755102043,1015.1836734693877,-1874.1632653061224,5252.591836734694,157.9795918367347
2025-12-10 17:20:25.480,2587.0612244897957,1054.816326530612,-1874.8367346938776,5252.408163265306,158.0204081632653
2025-12-10 17:20:25.500,2629.183673469388,1094.4489795918366,-1875.5102040816328,5252.224489795918,158.0612244897959
2025-12-10 17:20:25.520,2671.3061224489793,1134.0816326530612,-1876.1836734693877,5252.040816326531,158.10204081632654
2025-12-10 17:20:25.540,2713.4285714285716,1173.7142857142858,-1876.857142857143,5251.857142857143,158.14285714285714
2025-12-10 17:20:25.560,2755.5510204081634,1213.3469387755101,-1877.530612244898,5251.673469387755,158.18367346938774
2025-12-10 17:20:25.580,2797.673469387755,1252.9795918367347,-1878.204081632653,5251.489795918367,158.22448979591837
2025-12-10 17:20:25.600,2839.795918367347,1292.612244897959,-1878.8775510204082,5251.306122448979,158.26530612244898
2025-12-10 17:20:25.620,2881.918367346939,1332.2448979591836,-1879.5510204081634,5251.122448979592,158.30612244897958
2025-12-10 17:20:25.640,2924.0408163265306,1371.8775510204082,-1880.2244897959183,5250.938775510204,158.3469387755102
2025-12-10 17:20:25.660,2966.1632653061224,1411.5102040816325,-1880.8979591836735,5250.755102040816,158.3877551020408
2025-12-10 17:20:25.680,3008.285714285714,1451.142857142857,-1881.5714285714287,5250.571428571428,158.42857142857142
2025-12-10 17:20:25.700,3050.408163265306,1490.7755102040815,-1882.2448979591836,5250.3877551020405,158.46938775510205
2025-12-10 17:20:25.720,3092.5306122448983,1530.408163265306,-1882.9183673469388,5250.2040816326535,158.51020408163265
2025-12-10 17:20:25.740,3134.6530612244896,1570.0408163265306,-1883.591836734694,5250.0204081632655,158.55102040816325
2025-12-10 17:20:25.760,3176.775510204082,1609.673469387755,-1884.265306122449,5249.836734693878,158.59183673469389
2025-12-10 17:20:25.780,3218.8979591836733,1649.3061224489795,-1884.938775510204,5249.65306122449,158.6326530612245
2025-12-10 17:20:25.800,3261.0204081632655,1688.938775510204,-1885.6122448979593,5249.469387755102,158.6734693877551
2025-12-10 17:20:25.820,3303.142857142857,1728.5714285714284,-1886.2857142857142,5249.285714285715,158.71428571428572
2025-12-10 17:20:25.840,3345.265306122449,1768.204081632653,-1886.9591836734694,5249.102040816327,158.75510204081633
2025-12-10 17:20:25.860,3387.387755102041,1807.8367346938776,-1887.6326530612246,5248.918367346939,158.79591836734693
2025-12-10 17:20:25.880,3429.5102040816328,1847.469387755102,-1888.3061224489795,5248.734693877551,158.83673469387756
2025-12-10 17:20:25.900,3471.6326530612246,1887.1020408163265,-1888.9795918367347,5248.551020408163,158.87755102040816
2025-12-10 17:20:25.920,3513.7551020408164,1926.7346938775509,-1889.6530612244899,5248.367346938776,158.91836734693877
2025-12-10 17:20:25.940,3555.877551020408,1966.3673469387754,-1890.3265306122448,5248.183673469388,158.9591836734694
2025-12-10 17:20:25.960,3598.0,2006.0,-1891.0,5248.0,159.0
2025-12-10 17:20:25.980,3556.46,1967.02,-1891.26,5247.6,159.1
2025-12-10 17:20:26.000,3514.92,1928.04,-1891.52,5247.2,159.2
2025-12-10 17:20:26.020,3473.38,1889.06,-1891.78,5246.8,159.3
2025-12-10 17:20:26.040,3431.84,1850.08,-1892.04,5246.4,159.4
2025-12-10 17:20:26.060,3390.3,1811.1,-1892.3,5246.0,159.5
2025-12-10 17:20:26.080,3348.76,1772.12,-1892.56,5245.6,159.6
2025-12-10 17:20:26.100,3307.2200000000003,1733.14,-1892.82,5245.2,159.7
2025-12-10 17:20:26.120,3265.68,1694.16,-1893.08,5244.8,159.8
2025-12-10 17:20:26.140,3224.14,1655.18,-1893.34,5244.4,159.9
2025-12-10 17:20:26.160,3182.6,1616.2,-1893.6,5244.0,160.0
2025-12-10 17:20:26.180,3141.06,1577.22,-1893.86,5243.6,160.1
2025-12-10 17:20:26.200,3099.52,1538.24,-1894.12,5243.2,160.2
2025-12-10 17:20:26.220,3057.98,1499.26,-1894.38,5242.8,160.3
2025-12-10 17:20:26.240,3016.44,1460.2800000000002,-1894.64,5242.4,160.4
2025-12-10 17:20:26.260,2974.9,1421.3000000000002,-1894.9,5242.0,160.5
2025-12-10 17:20:26.280,2933.36,1382.3200000000002,-1895.16,5241.6,160.6
2025-12-10 17:20:26.300,2891.82,1343.3400000000001,-1895.42,5241.2,160.7
2025-12-10 17:20:26.320,2850.2799999999997,1304.3600000000001,-1895.68,5240.8,160.8
2025-12-10 17:20:26.340,2808.74,1265.38,-1895.94,5240.4,160.9
2025-12-10 17:20:26.360,2767.2,1226.4,-1896.2,5240.0,161.0
2025-12-10 17:20:26.380,2725.66,1187.42,-1896.46,5239.6,161.1
2025-12-10 17:20:26.400,2684.12,1148.44,-1896.72,5239.2,161.2
2025-12-10 17:20:26.420,2642.58,1109.46,-1896.98,5238.8,161.3
2025-12-10 17:20:26.440,2601.04,1070.48,-1897.24,5238.4,161.4
2025-12-10 17:20:26.460,2559.5,1031.5,-1897.5,5238.0,161.5
2025-12-10 17:20:26.480,2517.96,992.5200000000001,-1897.76,5237.6,161.6
2025-12-10 17:20:26.500,2476.42,953.5400000000002,-1898.02,5237.2,161.7
2025-12-10 17:20:26.520,2434.88,914.5600000000002,-1898.28,5236.8,161.8
2025-12-10 17:20:26.540,2393.34,875.5800000000002,-1898.54,5236.4,161.9
2025-12-10 17:20:26.560,2351.8,836.6000000000001,-1898.8,5236.0,162.0
2025-12-10 17:20:26.580,2310.26,797.6200000000001,-1899.06,5235.6,162.1
2025-12-10 17:20:26.600,2268.7200000000003,758.6400000000001,-1899.32,5235.2,162.2
2025-12-10 17:20:26.620,2227.1800000000003,719.6600000000001,-1899.58,5234.8,162.3
2025-12-10 17:20:26.640,2185.6400000000003,680.6800000000001,-1899.84,5234.4,162.4
2025-12-10 17:20:26.660,2144.1000000000004,641.7,-1900.1,5234.0,162.5
2025-12-10 17:20:26.680,2102.56,602.72,-1900.36,5233.6,162.6
2025-12-10 17:20:26.700,2061.02,563.74,-1900.62,5233.2,162.7
2025-12-10 17:20:26.720,2019.48,524.7600000000002,-1900.88,5232.8,162.8
2025-12-10 17:20:26.740,1977.94,485.7800000000002,-1901.14,5232.4,162.9
2025-12-10 17:20:26.760,1936.4,446.8000000000002,-1901.4,5232.0,163.0
2025-12-10 17:20:26.780,1894.8600000000001,407.82000000000016,-1901.66,5231.6,163.1
2025-12-10 17:20:26.800,1853.32,368.84000000000015,-1901.92,5231.2,163.2
2025-12-10 17:20:26.820,1811.78,329.8600000000001,-1902.18,5230.8,163.3
2025-12-10 17:20:26.840,1770.24,290.8800000000001,-1902.44,5230.4,163.4
2025-12-10 17:20:26.860,1728.7,251.9000000000001,-1902.7,5230.0,163.5
2025-12-10 17:20:26.880,1687.16,212.92000000000007,-1902.96,5229.6,163.6
2025-12-10 17:20:26.900,1645.6200000000001,173.94000000000005,-1903.22,5229.2,163.7
2025-12-10 17:20:26.920,1604.08,134.96000000000004,-1903.48,5228.8,163.8
2025-12-10 17:20:26.940,1562.54,95.98000000000025,-1903.74,5228.4,163.9
2025-12-10 17:20:26.960,1521.0,57.0,-1904.0,5228.0,164.0
2025-12-10 17:20:26.980,1520.8163265306123,57.10204081632653,-1903.938775510204,5227.571428571428,164.51020408163265
2025-12-10 17:20:27.000,1520.6326530612246,57.204081632653065,-1903.8775510204082,5227.142857142857,165.0204081632653
2025-12-10 17:20:27.020,1520.4489795918366,57.30612244897959,-1903.8163265306123,5226.714285714285,165.53061224489795
2025-12-10 17:20:27.040,1520.265306122449,57.40816326530612,-1903.7551020408164,5226.285714285715,166.0408163265306
2025-12-10 17:20:27.060,1520.0816326530612,57.51020408163265,-1903.6938775510205,5225.857142857143,166.55102040816325
2025-12-10 17:20:27.080,1519.8979591836735,57.61224489795919,-1903.6326530612246,5225.428571428572,167.0612244897959
2025-12-10 17:20:27.100,1519.7142857142858,57.714285714285715,-1903.5714285714287,5225.0,167.57142857142858
2025-12-10 17:20:27.120,1519.530612244898,57.816326530612244,-1903.5102040816328,5224.571428571428,168.08163265306123
2025-12-10 17:20:27.140,1519.3469387755101,57.91836734693877,-1903.4489795918366,5224.142857142857,168.59183673469389
2025-12-10 17:20:27.160,1519.1632653061224,58.02040816326531,-1903.3877551020407,5223.714285714285,169.10204081632654
2025-12-10 17:20:27.180,1518.9795918367347,58.12244897959184,-1903.3265306122448,5223.285714285715,169.6122448979592
2025-12-10 17:20:27.200,1518.795918367347,58.224489795918366,-1903.265306122449,5222.857142857143,170.12244897959184
2025-12-10 17:20:27.220,1518.6122448979593,58.326530612244895,-1903.204081632653,5222.428571428572,170.6326530612245
2025-12-10 17:20:27.240,1518.4285714285713,58.42857142857143,-1903.142857142857,5222.0,171.14285714285714
2025-12-10 17:20:27.260,1518.2448979591836,58.53061224489796,-1903.0816326530612,5221.571428571428,171.6530612244898
2025-12-10 17:20:27.280,1518.061224489796,58.63265306122449,-1903.0204081632653,5221.142857142857,172.16326530612244
2025-12-10 17:20:27.300,1517.8775510204082,58.734693877551024,-1902.9591836734694,5220.714285714285,172.6734693877551
2025-12-10 17:20:27.320,1517.6938775510205,58.83673469387755,-1902.8979591836735,5220.285714285715,173.18367346938777
2025-12-10 17:20:27.340,1517.5102040816328,58.93877551020408,-1902.8367346938776,5219.857142857143,173.69387755102042
2025-12-10 17:20:27.360,1517.3265306122448,59.04081632653061,-1902.7755102040817,5219.428571428572,174.20408163265307
2025-12-10 17:20:27.380,1517.142857142857,59.142857142857146,-1902.7142857142858,5219.0,174.71428571428572
2025-12-10 17:20:27.400,1516.9591836734694,59.244897959183675,-1902.6530612244899,5218.571428571428,175.22448979591837
2025-12-10 17:20:27.420,1516.7755102040817,59.3469387755102,-1902.591836734694,5218.142857142857,175.73469387755102
2025-12-10 17:20:27.440,1516.591836734694,59.44897959183673,-1902.530612244898,5217.714285714285,176.24489795918367
2025-12-10 17:20:27.460,1516.408163265306,59.55102040816327,-1902.469387755102,5217.285714285715,176.75510204081633
2025-12-10 17:20:27.480,1516.2244897959183,59.6530612244898,-1902.408163265306,5216.857142857143,177.26530612244898
